first_name,last_name,email,sold_at,make,model,value
Samuel,Scott,samuelandrew@yahoo.com,2022-04-29T18:58:33.777+04:00,Chevrolet,Venture Cargo,53594.73075
Owen,Brown,owen_george_brown5@gmail.com,2018-05-31T20:36:57.338+04:00,Chevrolet,SSR,15506.06479
Danielle,Gray,daniellel91@outlook.com,2021-12-18T18:36:53.848+04:00,Toyota,Camry,7539.786638
Evelyn,Cook,evelyn@hotmail.com,2016-09-01T21:38:28.522+04:00,Mercedes-Benz,Metris Passenger,21779.25695
James,Scott,james.joseph.scott@ymail.com,2011-10-22T16:59:25.024+04:00,Lincoln,Continental,86071.61598
Andrew,Adams,andrew.c.adams@outlook.com,2013-07-18T00:36:39.373+04:00,Toyota,Land Cruiser,34818.66435
Mateo,Hughes,mhughes@aol.com,2015-04-19T01:08:12.065+04:00,Mercedes-Benz,Mercedes-AMG CLA,28178.58845
Katherine,Gray,kjgray@rocketmail.com,2011-03-19T14:31:10.317+04:00,Mercedes-Benz,GL-Class,11701.94343
Charles,Thompson,charles_m_thompson47@rocketmail.com,2020-09-05T10:17:41.510+04:00,Honda,Accord,12432.97612
Sean,Wood,swood@gmail.com,2022-02-26T16:47:38.314+04:00,Dodge,Ram 3500 Regular Cab,51943.75279
Amelia,Carter,amelia.renee.carter@aol.com,2011-03-30T21:14:48.577+04:00,Honda,Crosstour,24661.21146
Benjamin,Cox,bacox@hotmail.com,2017-01-12T15:55:34.965+04:00,Toyota,Highlander,18683.73475
Emily,Stewart,estewart@live.com,2021-02-20T10:37:35.451+04:00,Acura,MDX Sport Hybrid,48654.53426
Henry,Cox,h.a@rocketmail.com,2018-05-24T22:11:21.156+04:00,Subaru,Impreza,5155.573538
Adam,Jones,arjones@ymail.com,2022-06-17T20:56:59.814+04:00,Nissan,NV3500 HD Passenger,38739.07624
Henry,Allen,hallen@aol.com,2022-07-06T19:51:12.923+04:00,Ford,Transit 250 Van,24024.48062
Tyler,Ramirez,t_ramirez@ymail.com,2012-09-14T17:22:42.045+04:00,Buick,Rainier,17154.6152
Oliver,Wood,oliverewood@live.com,2010-08-26T18:05:47.752+04:00,Ford,F250 Regular Cab,8329.765611
Justin,Roberts,justin.roberts@rocketmail.com,2011-02-08T01:27:57.057+04:00,Toyota,Yaris,25080.24932
Kimberly,Butler,kbutler66@hotmail.com,2019-08-07T05:21:14.882+04:00,Kia,Soul,4221.240364
Amanda,Howard,amandahoward34@rocketmail.com,2010-02-09T21:09:42.810+04:00,Lexus,SC,22344.8222
Timothy,Jones,tmjones@hotmail.com,2020-10-02T18:16:10.424+04:00,Ford,F350 Super Duty Crew Cab,26497.48015
Charlotte,Bell,charlottebell38@yahoo.com,2015-04-15T04:38:58.953+04:00,BMW,Z4 M,54612.99205
Tyler,Wright,t_wright@hotmail.com,2016-08-24T06:11:48.089+04:00,Nissan,Maxima,65643.19508
Erin,Perez,e.f.perez@aol.com,2017-09-02T05:43:23.252+04:00,Volkswagen,e-Golf,1377.252107
Thomas,Bell,thomasalan@hotmail.com,2020-02-24T04:44:32.006+04:00,Audi,S5,55574.8124
Dylan,Moore,dylanjamesmoore@yahoo.com,2013-11-15T09:42:12.119+04:00,MINI,Cooper,40657.25127
Maria,Bennett,maria.bennett@outlook.com,2012-12-15T08:58:20.366+04:00,Hyundai,Ioniq Plug-in Hybrid,2866.050651
Haley,Harris,haley98@aol.com,2010-07-22T20:41:23.839+04:00,Ford,F150 SuperCrew Cab,72704.70527
Evelyn,Russell,e_m@gmail.com,2017-01-19T15:54:58.074+04:00,Plymouth,Acclaim,2734.747197
Melissa,Collins,melissa_collins@outlook.com,2020-08-29T00:23:28.124+04:00,Dodge,Ram 2500 Regular Cab,62124.49293
Dylan,Collins,d_w_collins47@outlook.com,2020-01-08T19:02:40.639+04:00,Ford,C-MAX Energi,8585.428685
Jose,Griffin,jose.matthew@rocketmail.com,2016-07-16T12:21:48.105+04:00,Nissan,Quest,1333.276674
Matthew,Nelson,matthew_nelson31@yahoo.com,2012-11-26T05:25:06.738+04:00,Mercedes-Benz,C-Class,18546.91613
Aaron,Miller,a_miller@aol.com,2021-07-13T13:07:41.841+04:00,MAZDA,MX-5 Miata,47108.84253
Joshua,Evans,j_evans@rocketmail.com,2011-09-25T11:55:01.651+04:00,Chevrolet,Silverado 1500 Crew Cab,6887.970188
Richard,Perry,r_w@hotmail.com,2019-09-12T10:08:58.213+04:00,Nissan,Rogue,46257.55136
Timothy,Moore,tmoore@aol.com,2020-10-23T07:26:01.742+04:00,Lexus,SC,20777.23975
Kimberly,Ross,k_ross@yahoo.com,2016-09-05T02:46:16.939+04:00,Nissan,Murano,5082.4281
Owen,Alexander,o.alexander@gmail.com,2010-01-31T10:29:28.059+04:00,Chrysler,Concorde,57579.90594
Rebecca,Cook,rebecca.j.cook@outlook.com,2016-01-07T13:23:25.432+04:00,Dodge,Sprinter 3500 Cargo,9851.73594
Hannah,Hall,hannah.e.hall@ymail.com,2011-07-10T20:22:19.996+04:00,Chrysler,Sebring,10063.27817
Kaitlyn,Stewart,kaitlyn.m.stewart@live.com,2016-10-18T01:09:23.048+04:00,Acura,RSX,29085.91931
Andrew,Simmons,a.a.simmons@hotmail.com,2013-01-28T07:38:46.680+04:00,Lexus,LX,26523.25557
Brittany,Powell,b_a_powell@rocketmail.com,2020-01-09T23:24:03.775+04:00,Chevrolet,Silverado (Classic) 2500 HD Crew Cab,26632.85168
Theodore,Thomas,theodoregeorgethomas@gmail.com,2022-04-21T19:01:45.058+04:00,GMC,Envoy,38262.41798
Samuel,King,s.r.king@rocketmail.com,2021-06-07T16:56:33.979+04:00,Cadillac,Escalade EXT,1022.797737
Kevin,Jenkins,kevin_jenkins@aol.com,2020-04-26T17:32:57.948+04:00,Ford,Transit 350 Wagon,15400.28745
Abigail,Jenkins,arjenkins@gmail.com,2011-01-05T13:15:46.789+04:00,Ford,Edge,20325.13228
Matthew,Roberts,matthew_roberts@rocketmail.com,2018-08-06T16:39:02.591+04:00,Chevrolet,Silverado (Classic) 2500 HD Crew Cab,2783.231541
Tyler,Robinson,trobinson@rocketmail.com,2017-06-27T06:16:25.316+04:00,Kia,Sportage,14433.33125
Jessica,Thompson,jessica.thompson@aol.com,2014-11-16T02:36:31.503+04:00,Pontiac,Sunbird,43166.17733
Joseph,Long,joseph@aol.com,2015-12-15T02:56:50.713+04:00,Dodge,Ram Van 1500,39563.01073
Joseph,Lopez,jalopez@gmail.com,2019-03-23T13:01:24.838+04:00,Ram,1500 Quad Cab,27000.44895
John,Anderson,john.c.anderson@outlook.com,2020-04-22T06:15:12.867+04:00,Saab,44077,3347.338945
Kyle,Alexander,k.l.alexander@outlook.com,2019-11-08T09:33:49.486+04:00,Pontiac,Grand Prix,5527.877298
Eric,Washington,e.washington@hotmail.com,2021-03-18T02:15:54.532+04:00,Ram,2500 Regular Cab,43493.47629
Stephen,Cooper,s.cooper@live.com,2013-02-10T19:43:16.304+04:00,Cadillac,Catera,39691.49272
Brittany,King,brittanymargaretking@rocketmail.com,2010-12-02T18:09:47.114+04:00,Cadillac,Escalade,49876.05112
Emily,Carter,ecarter@rocketmail.com,2013-10-01T10:12:43.715+04:00,Hyundai,Accent,30418.11243
Nicole,Garcia,n_a_garcia@gmail.com,2010-02-01T14:52:18.594+04:00,Hyundai,Sonata,23382.95867
Abigail,Henderson,ahenderson@rocketmail.com,2019-07-23T11:58:06.435+04:00,Alfa Romeo,Spider,6254.267933
Austin,Sanchez,austin_sanchez13@outlook.com,2013-01-18T23:10:23.695+04:00,Freightliner,Sprinter 2500 Crew,10768.77945
Amanda,White,amanda_white@yahoo.com,2010-10-20T19:32:09.746+04:00,Pontiac,Aztek,10122.64657
Rebecca,Stewart,rebeccastewart@gmail.com,2012-06-08T15:02:34.532+04:00,Jeep,Renegade,6830.810609
Jose,Hall,jose.d.hall@aol.com,2010-09-24T21:00:11.613+04:00,INFINITI,QX,695.0403854
Aaron,Hughes,aehughes@rocketmail.com,2011-07-12T21:16:05.671+04:00,Mercedes-Benz,E-Class,20983.81734
Grace,Price,g_m_price68@live.com,2010-11-01T15:48:19.007+04:00,Lexus,GS,583.3008955
Grace,Carter,g_carter@rocketmail.com,2016-05-21T13:25:57.719+04:00,Chevrolet,Venture Cargo,28260.83436
Jose,Brown,jose_brown34@yahoo.com,2011-06-26T17:04:06.171+04:00,Mitsubishi,Outlander,6128.702921
Megan,Henderson,meganmayhenderson@aol.com,2017-09-11T06:33:14.868+04:00,Ford,Fusion,16489.28112
Sean,Russell,seanjohnrussell@ymail.com,2011-05-14T07:02:52.770+04:00,Porsche,Cayenne,9031.842241
Rebecca,Price,rmprice@rocketmail.com,2011-09-13T01:48:08.411+04:00,Saab,44079,4387.075385
Andrew,Hill,andrew.m.hill51@live.com,2014-08-10T10:59:28.801+04:00,Chevrolet,3500 Extended Cab,10195.70667
Jennifer,Campbell,jennifer.f.campbell@yahoo.com,2011-08-10T11:26:43.503+04:00,Ford,Ranger Regular Cab,19951.2107
Henry,Thomas,h.a@aol.com,2010-08-28T02:22:21.929+04:00,Volkswagen,Jetta,2282.201356
Erin,Torres,erin_torres@outlook.com,2019-06-13T04:45:55.373+04:00,Mercury,Sable,11558.6803
Eleanor,Patterson,eleanor.patterson@gmail.com,2016-02-23T11:41:46.272+04:00,Lincoln,MKS,5883.024138
Kelsey,Green,kelsey.grace.green@aol.com,2021-12-09T22:16:52.899+04:00,Toyota,Corolla,44551.25374
Stephen,Hall,shall4@gmail.com,2018-05-20T21:48:22.499+04:00,Chrysler,200,47216.09709
Michael,Cooper,michael.james@aol.com,2015-04-25T11:21:14.299+04:00,Chevrolet,Cruze,75176.20545
Amber,White,alwhite@hotmail.com,2011-03-19T04:50:41.818+04:00,Cadillac,DTS,16283.5178
Joshua,Gonzales,joshuaa89@hotmail.com,2014-03-19T16:02:50.506+04:00,BMW,M2,46899.46674
Rachel,Sanchez,r_sanchez@ymail.com,2016-04-10T02:42:02.486+04:00,Mitsubishi,Montero,20419.01241
Mateo,Diaz,mateo_diaz@gmail.com,2015-01-06T08:54:14.858+04:00,Jeep,Compass,12004.73487
Grace,Sanders,grace.sanders39@outlook.com,2019-03-23T07:00:33.046+04:00,Chevrolet,Express 3500 Cargo,16716.20343
Nathan,Bailey,n_l28@live.com,2015-01-20T22:00:14.171+04:00,Chrysler,Town & Country,25891.23287
Alyssa,Bailey,a.bailey@aol.com,2017-04-13T15:07:21.520+04:00,GMC,Acadia,17576.92843
Eleanor,Carter,ecarter@aol.com,2013-07-28T04:29:04.250+04:00,Ford,F150 Super Cab,15002.99695
Andrew,Wood,andrew@gmail.com,2013-09-08T10:07:28.319+04:00,Chrysler,LHS,83846.59147
Mateo,Henderson,mateo.henderson12@aol.com,2022-07-14T14:28:32.252+04:00,Lincoln,Mark VIII,18169.03542
Heather,Rogers,hmrogers@ymail.com,2015-06-04T16:40:29.278+04:00,GMC,Sierra 2500 HD Regular Cab,27899.98951
Patrick,Robinson,patrickjrobinson@outlook.com,2021-05-02T11:48:35.184+04:00,Volvo,C30,60048.73762
Taylor,Henderson,t.m@gmail.com,2012-12-06T03:45:26.989+04:00,Dodge,Ram Van 3500,7309.795386
Andrew,Lee,andrew_allen_lee@outlook.com,2021-10-01T11:42:14.270+04:00,Chevrolet,Express 2500 Cargo,31047.93636
Nicholas,Rodriguez,nicholas@rocketmail.com,2012-03-30T09:07:04.475+04:00,Nissan,Frontier Crew Cab,29784.64946
Brian,James,b_j_james86@rocketmail.com,2020-02-14T21:00:51.777+04:00,Chevrolet,Equinox,7710.090384
Heather,Thomas,heather_thomas@gmail.com,2016-05-06T09:25:45.153+04:00,MAZDA,RX-7,27269.68791
Aubrey,Collins,aubreymariecollins@rocketmail.com,2013-06-08T14:17:52.551+04:00,Chevrolet,APV Cargo,50668.70833
Brian,Wood,b.a@aol.com,2021-08-25T10:00:24.393+04:00,Chevrolet,Sportvan G10,14951.48298
Eric,Bennett,eric_w_bennett@hotmail.com,2020-10-27T21:32:01.138+04:00,Mitsubishi,Eclipse,13072.54903
Laura,Richardson,laurarichardson@live.com,2018-11-07T23:46:57.917+04:00,Buick,Skylark,12084.01944
Nicholas,Wilson,nwilson@outlook.com,2021-02-01T08:44:17.778+04:00,Mitsubishi,Precis,5262.796449
Anna,Davis,annadavis@hotmail.com,2021-09-10T14:02:38.668+04:00,Chevrolet,Silverado 3500 HD Crew Cab,41638.00379
Jose,Adams,jose@aol.com,2016-04-17T04:01:27.026+04:00,Saturn,Ion,13312.33073
Brian,Bell,b.a.bell@aol.com,2013-04-10T04:05:23.838+04:00,Dodge,Neon,12136.27277
Lillian,Simmons,l.simmons@gmail.com,2012-12-03T23:17:48.720+04:00,Saturn,VUE,14144.05241
Eleanor,Young,eleanor_f_young@gmail.com,2020-05-21T23:34:43.573+04:00,Ford,F150 SuperCrew Cab,47889.89685
Erin,James,erin_margaret@hotmail.com,2021-07-27T11:55:36.419+04:00,Buick,Lucerne,11883.16164
Christina,Phillips,christina.renee.phillips20@yahoo.com,2010-06-13T07:23:21.428+04:00,Nissan,Murano,64824.16969
Stephen,Ross,s.w.ross@yahoo.com,2012-11-28T12:55:02.078+04:00,Mercedes-Benz,Mercedes-AMG SL,25217.58332
Amanda,Morgan,a.n.morgan@live.com,2017-09-24T05:07:22.086+04:00,Dodge,Ram 1500 Quad Cab,52273.37164
Nathan,Thompson,nathanthompson@rocketmail.com,2018-10-23T05:57:19.570+04:00,Audi,A4,820.6463481
Sofia,Gray,sofiagray@yahoo.com,2017-02-25T21:54:19.913+04:00,Toyota,Tacoma Double Cab,73151.49623
Sara,Lee,sara.may@aol.com,2013-03-11T19:56:12.882+04:00,Mercedes-Benz,Sprinter 2500 Cargo,22093.08034
Erin,Bennett,erin_bennett@live.com,2015-06-29T12:36:13.511+04:00,Mercedes-Benz,SL-Class,55608.47934
Kelsey,Carter,kelsey@outlook.com,2012-11-19T05:56:03.884+04:00,GMC,Sierra 2500 HD Regular Cab,21565.19352
Kimberly,Jones,kimberly.jones@yahoo.com,2022-07-25T16:27:27.466+04:00,BMW,7 Series,3466.013572
Erin,Wilson,erin_wilson@gmail.com,2020-06-13T01:54:48.770+04:00,Dodge,D250 Regular Cab,4407.931993
Kayla,Williams,k.s.williams@aol.com,2014-06-03T18:25:36.022+04:00,Nissan,Maxima,59221.1181
Emma,Bennett,ejbennett@outlook.com,2014-05-15T05:01:12.007+04:00,Kia,Soul,40090.2483
Ryan,Young,ryoung@live.com,2022-04-23T02:44:05.295+04:00,Dodge,Stealth,19882.08446
Claire,Rivera,cdrivera@live.com,2017-11-20T18:06:36.175+04:00,GMC,Safari Passenger,11684.39389
Heather,Wood,h_l_wood@hotmail.com,2011-06-25T05:35:56.323+04:00,Chevrolet,Venture Cargo,14380.09979
Patrick,Brooks,p.d.brooks@yahoo.com,2018-09-15T07:04:26.337+04:00,Chevrolet,Avalanche,3340.827181
David,King,d_a_king30@outlook.com,2014-04-12T18:08:27.418+04:00,Chrysler,Crossfire,3074.530879
Thomas,Henderson,thomas_alexander_henderson@ymail.com,2015-06-07T09:12:52.797+04:00,Cadillac,XTS,34677.6557
Patrick,Turner,patrick_m_turner@outlook.com,2016-11-01T13:36:55.303+04:00,Hyundai,Sonata,330.563155
Maria,Gonzales,maria_gonzales@hotmail.com,2018-04-02T14:53:58.586+04:00,Dodge,Charger,22577.91817
Charles,Thompson,charlest@rocketmail.com,2011-05-16T06:20:09.984+04:00,Honda,Civic,56187.25648
Rebecca,Morris,r_morris@yahoo.com,2021-03-22T16:00:08.227+04:00,Audi,90,47496.73103
Taylor,Coleman,taylor@rocketmail.com,2020-09-20T01:19:57.948+04:00,Ford,F250 Super Cab,18264.7933
Oliver,Flores,o_flores@rocketmail.com,2022-07-21T04:33:04.307+04:00,Volvo,XC60,38710.99205
Taylor,Phillips,taylor.irene.phillips@hotmail.com,2015-06-13T23:10:27.003+04:00,Toyota,Prius v,3513.580997
Brandon,Cox,b_w_cox44@outlook.com,2015-11-13T09:33:31.331+04:00,Mercedes-Benz,G-Class,58432.7727
Rachel,Washington,rachellynnwashington@rocketmail.com,2021-07-19T06:54:11.797+04:00,Hyundai,Elantra,30231.14603
Joshua,Kelly,joshua.m.kelly@live.com,2013-04-03T05:42:21.952+04:00,Dodge,Ram 1500 Quad Cab,24523.77765
Joseph,Washington,j_m@yahoo.com,2013-10-20T11:06:19.816+04:00,GMC,Sierra 1500 Regular Cab,13585.80634
Charles,White,charles_white@gmail.com,2018-01-04T13:04:29.440+04:00,Pontiac,Bonneville,27451.04034
Timothy,Stewart,timothy_william_stewart@live.com,2012-06-06T19:36:26.835+04:00,Dodge,Daytona,27953.6141
Benjamin,Bell,benjamin_lee_bell@hotmail.com,2020-11-04T12:47:31.970+04:00,Alfa Romeo,4C,9717.145974
Thomas,Hayes,tchayes@live.com,2011-03-18T01:11:36.810+04:00,Chevrolet,Malibu,45339.81267
Maria,Parker,mariamparker@hotmail.com,2014-05-18T07:13:32.005+04:00,Subaru,Impreza,79504.8921
Victoria,Collins,v_k_collins@yahoo.com,2020-11-25T22:31:02.511+04:00,Ford,Ranger Regular Cab,55953.37524
Rachel,Cook,rrcook@rocketmail.com,2015-12-23T12:32:53.516+04:00,Ford,Expedition,4547.796059
Anna,Wilson,awilson@yahoo.com,2016-06-23T14:40:53.168+04:00,Ram,1500 Classic Quad Cab,55174.45174
Isaac,Morgan,isaac@gmail.com,2011-12-31T14:26:34.971+04:00,Mercedes-Benz,Mercedes-AMG CLS,58856.31952
Sofia,Collins,sofia_collins@rocketmail.com,2014-03-21T13:24:13.212+04:00,Jaguar,XJ,71648.07379
Kayla,Powell,kapowell84@aol.com,2014-10-14T23:44:51.729+04:00,GMC,Savana 2500 Cargo,4916.068628
Ava,Jackson,a.jackson@outlook.com,2017-03-06T09:26:18.215+04:00,Pontiac,Grand Am,52913.0926
Michael,Collins,michael_collins@rocketmail.com,2015-05-20T01:20:10.242+04:00,GMC,Sierra 1500 Limited Double Cab,28935.17993
Jack,Flores,jack.flores@aol.com,2010-09-30T06:04:20.235+04:00,Audi,S8,10456.62542
Elizabeth,Collins,elizabeth.collins@hotmail.com,2019-01-05T10:09:52.120+04:00,Pontiac,Grand Am,9635.026113
Ethan,Martin,e.r12@rocketmail.com,2022-01-23T18:19:29.749+04:00,GMC,Sierra 2500 HD Crew Cab,23250.29588
Tiffany,Rivera,t.rivera11@yahoo.com,2011-06-20T13:50:51.669+04:00,Ford,F250 Super Duty Crew Cab,19483.25305
Ethan,Jackson,e_jackson@hotmail.com,2016-07-24T16:11:17.439+04:00,Mitsubishi,Montero Sport,17887.98762
Rebecca,Price,rebecca_michelle_price@live.com,2022-10-03T18:30:49.720+04:00,Mitsubishi,Eclipse,59729.03427
Jose,Reed,jreed@rocketmail.com,2015-08-05T13:02:47.890+04:00,Mitsubishi,Mighty Max Regular Cab,11003.61376
Christina,Green,christina.green@rocketmail.com,2021-09-30T10:05:29.674+04:00,Audi,Q7,6702.872762
Patrick,Foster,p.foster@live.com,2012-04-17T23:10:32.457+04:00,Chevrolet,G-Series 2500,9584.284827
Rebecca,Simmons,rebecca.m.simmons@yahoo.com,2021-05-26T18:52:56.531+04:00,Cadillac,DTS,9020.519107
Olivia,Davis,o.davis@aol.com,2018-08-12T12:25:22.753+04:00,Mercedes-Benz,300 D,38088.69575
Sophia,Wood,sophia_wood@gmail.com,2016-11-26T16:39:29.339+04:00,Dodge,Ram Wagon 1500,15529.56858
Kimberly,Evans,kaevans@outlook.com,2022-05-26T14:20:47.348+04:00,Aston Martin,DBS,10371.01777
Eric,Bryant,e.j.bryant@gmail.com,2015-12-25T05:42:38.007+04:00,GMC,Sierra 2500 HD Double Cab,71775.0362
Claire,Martin,claire_i_martin@yahoo.com,2016-07-18T14:31:24.140+04:00,Toyota,Tacoma Access Cab,3292.828548
Katherine,Young,katherinel42@live.com,2016-12-05T12:59:41.521+04:00,Ford,E150 Passenger,25872.41054
Anna,Moore,amoore@yahoo.com,2017-03-15T20:01:43.802+04:00,Nissan,NV2500 HD Cargo,41.97882596
Richard,Collins,richardjcollins@aol.com,2020-05-29T18:28:23.592+04:00,Toyota,Camry,63455.8126
Danielle,Thompson,d_m@aol.com,2013-02-20T14:13:35.785+04:00,Nissan,Sentra,33437.04306
Zachary,Young,z.j.young@ymail.com,2013-04-26T04:14:44.077+04:00,Fisker,Karma,24451.05966
Brianna,Garcia,bngarcia@ymail.com,2015-11-19T19:46:15.150+04:00,Dodge,Intrepid,14042.77925
Henry,Green,h_green@gmail.com,2014-02-10T14:30:37.166+04:00,Chevrolet,Silverado 1500 Extended Cab,6429.131421
Melissa,Brown,m.brown@gmail.com,2012-09-20T22:58:25.010+04:00,Mercedes-Benz,GLC,7963.340023
Brandon,Griffin,brandon_griffin83@live.com,2015-06-27T00:30:55.537+04:00,Mitsubishi,Outlander Sport,5949.917888
Brian,Martinez,b_martinez@ymail.com,2020-08-01T09:33:49.686+04:00,Suzuki,Grand Vitara,18322.85371
Olivia,Edwards,o_l_edwards@live.com,2016-05-01T14:41:00.320+04:00,Dodge,Dakota Club Cab,5765.481705
Aubrey,Alexander,a.i@outlook.com,2022-05-05T14:54:11.074+04:00,GMC,Jimmy,12921.58216
Jasmine,Barnes,jasmine_i@gmail.com,2018-10-26T22:42:56.890+04:00,GMC,Sierra 2500 Regular Cab,54014.85865
Ashley,Ross,ashley.ann.ross@live.com,2022-04-01T08:15:32.555+04:00,Porsche,911,3090.178489
Owen,Rodriguez,owen_anthony_rodriguez@hotmail.com,2021-01-19T22:29:57.640+04:00,Mercedes-Benz,GLK-Class,70525.99287
Joshua,Phillips,j.r@live.com,2018-01-21T14:19:51.074+04:00,INFINITI,G,6502.38266
Jason,James,jjames@ymail.com,2020-01-31T13:20:32.258+04:00,GMC,Savana 3500 Cargo,28251.95168
Kyle,Gonzales,kyle_joseph_gonzales@hotmail.com,2015-04-05T01:54:43.408+04:00,Toyota,Tacoma Access Cab,16007.17888
Kimberly,Campbell,kimberly_sue@outlook.com,2015-08-29T21:42:48.448+04:00,GMC,Vandura 1500,34166.56909
Isabella,Reed,isabella_reed@live.com,2018-08-23T02:14:03.664+04:00,Cadillac,CTS,20204.76065
Isabella,Walker,isabellarwalker@live.com,2020-05-14T18:19:07.912+04:00,Nissan,Xterra,25265.06698
Melissa,Cook,m.r.cook@aol.com,2011-01-30T19:17:36.253+04:00,Dodge,Spirit,12242.25251
Charles,Coleman,charlescoleman@gmail.com,2017-08-25T13:33:54.038+04:00,Ferrari,California,11605.77329
Victoria,Martinez,v.l@live.com,2020-07-29T21:08:26.277+04:00,BMW,Z4,745.3779663
Christina,Cox,c_f_cox@gmail.com,2021-07-26T05:57:48.741+04:00,Mercedes-Benz,400 SEL,9161.208535
Steven,Hall,s_hall@gmail.com,2014-03-22T22:10:46.241+04:00,Toyota,Prius c,6967.16833
Christopher,Collins,cacollins@yahoo.com,2011-06-30T17:42:29.265+04:00,Toyota,Venza,7131.576536
Alexander,Parker,aa@outlook.com,2018-12-24T03:55:15.402+04:00,Volkswagen,Cabrio,2648.767112
Jose,Morris,josemorris@gmail.com,2010-12-24T14:22:29.723+04:00,MAZDA,MAZDA6,15671.79275
Stephen,Powell,stephenalanpowell@hotmail.com,2016-04-24T16:06:52.287+04:00,Nissan,Frontier Crew Cab,70819.03806
Taylor,Smith,tsmith@gmail.com,2011-02-04T10:12:53.373+04:00,Mercedes-Benz,CLS,13345.12634
Patrick,Washington,patrick79@aol.com,2015-08-22T06:01:20.927+04:00,Lincoln,MKZ,56619.8028
Justin,Cooper,jecooper@live.com,2020-06-21T17:00:38.794+04:00,Cadillac,XT5,44850.64863
Sophia,Bennett,sophia_bennett20@aol.com,2016-12-18T16:24:31.067+04:00,Audi,allroad,58.41515496
Theodore,Barnes,t.d.barnes@rocketmail.com,2014-03-10T12:39:29.883+04:00,Kia,Sportage,19004.05749
Eleanor,Jenkins,eleanor.m.jenkins@yahoo.com,2010-05-30T05:25:02.214+04:00,Audi,allroad,14684.72246
Haley,Griffin,haleygriffin49@gmail.com,2016-09-15T21:34:53.667+04:00,Mitsubishi,Diamante,31597.92308
Brittany,Stewart,brittany.m@yahoo.com,2011-10-29T16:28:45.406+04:00,Buick,LeSabre,16697.22365
James,Torres,j.torres@ymail.com,2019-04-22T11:50:58.793+04:00,Chevrolet,Monte Carlo,41422.50242
Henry,Morgan,henry@ymail.com,2019-03-02T09:32:12.463+04:00,Chevrolet,Silverado 2500 Regular Cab,73221.32249
Sara,Rivera,s.m.rivera@gmail.com,2016-01-26T16:18:34.151+04:00,Buick,LeSabre,17990.26557
Thomas,Ramirez,t_ramirez94@rocketmail.com,2017-04-10T18:45:34.447+04:00,Chevrolet,City Express,12534.36433
Eleanor,James,eleanorjames@outlook.com,2017-09-02T09:32:28.278+04:00,GMC,Sierra 1500 Extended Cab,31518.90021
Jasmine,Bryant,j.e@outlook.com,2011-08-27T21:41:31.703+04:00,BMW,7 Series,9228.657325
Katherine,Flores,k.r.flores@rocketmail.com,2018-03-22T22:58:06.866+04:00,Volkswagen,Passat,17298.40363
Richard,Bennett,richard.joseph.bennett@live.com,2010-12-17T12:46:02.791+04:00,MINI,Countryman,12181.83619
Kevin,White,kevin.white79@hotmail.com,2018-11-30T00:35:31.960+04:00,MINI,Coupe,2217.276219
Austin,Bennett,a.bennett@yahoo.com,2015-07-18T00:04:08.831+04:00,BMW,7 Series,37288.42437
Samantha,Thompson,samanthathompson27@outlook.com,2019-06-21T14:14:40.688+04:00,Toyota,Yaris,24220.76312
Taylor,Simmons,taylor.irene.simmons70@yahoo.com,2016-07-06T08:18:43.304+04:00,INFINITI,QX80,19940.11529
Charles,Davis,cgdavis45@aol.com,2015-03-26T22:49:45.238+04:00,Chevrolet,Silverado 2500 HD Extended Cab,64060.64068
Charles,Lee,charleslee@ymail.com,2020-12-13T12:22:51.958+04:00,MINI,Cooper,30251.24724
Allison,Lewis,allison.m.lewis62@rocketmail.com,2011-12-21T20:33:55.152+04:00,Hyundai,Sonata Plug-in Hybrid,42512.78916
Hannah,Ward,h_l_ward@live.com,2018-02-18T06:53:30.200+04:00,Dodge,Ram 3500 Quad Cab,49583.61798
Justin,Perez,justin_anthony_perez@hotmail.com,2013-11-11T04:20:22.336+04:00,Toyota,Matrix,13968.65345
Austin,Hayes,austin.hayes@gmail.com,2022-06-29T02:56:40.135+04:00,Isuzu,Trooper,18118.41198
Zachary,Simmons,zw@outlook.com,2017-11-26T10:52:50.863+04:00,Audi,A5,9341.776077
Steven,Turner,s_e@gmail.com,2022-07-08T17:51:07.575+04:00,Mitsubishi,Montero,31618.97657
Isabella,King,isabellaking@ymail.com,2020-10-21T12:45:35.057+04:00,Volvo,XC70,457.4375419
Stephanie,Baker,stephaniebaker@live.com,2019-12-02T23:52:26.875+04:00,Acura,SLX,19388.16506
Audrey,Coleman,a.a.coleman@ymail.com,2021-10-05T02:49:46.724+04:00,Mercedes-Benz,Mercedes-AMG SLC,4138.549927
Brittany,White,brittanywhite@outlook.com,2013-12-20T17:50:22.709+04:00,Saab,9-7X,28321.16768
Kyle,Hill,khill@live.com,2022-05-08T22:16:15.809+04:00,Saab,900,25988.98873
Austin,Clark,aclark@ymail.com,2015-11-08T05:39:24.431+04:00,Cadillac,ATS,37946.20266
Sebastian,Taylor,s_taylor12@rocketmail.com,2017-08-03T23:37:01.359+04:00,Chrysler,Town & Country,11294.92758
Julian,King,julianleeking@hotmail.com,2015-11-14T13:38:32.209+04:00,Toyota,4Runner,10997.04712
Alexandra,Williams,a_m@rocketmail.com,2017-10-24T18:01:40.028+04:00,Hyundai,XG350,20388.64412
